,Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
583,SEQN,Respondent sequence number.,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
584,TYXA001,Admittance Array Data Point 001,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
585,TYXA002,Admittance Array Data Point 002,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
586,TYXA003,Admittance Array Data Point 003,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
587,TYXA004,Admittance Array Data Point 004,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
588,TYXA005,Admittance Array Data Point 005,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
589,TYXA006,Admittance Array Data Point 006,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
590,TYXA007,Admittance Array Data Point 007,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
591,TYXA008,Admittance Array Data Point 008,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
592,TYXA009,Admittance Array Data Point 009,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
593,TYXA010,Admittance Array Data Point 010,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
594,TYXA011,Admittance Array Data Point 011,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
595,TYXA012,Admittance Array Data Point 012,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
596,TYXA013,Admittance Array Data Point 013,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
597,TYXA014,Admittance Array Data Point 014,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
598,TYXA015,Admittance Array Data Point 015,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
599,TYXA016,Admittance Array Data Point 016,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
600,TYXA017,Admittance Array Data Point 017,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
601,TYXA018,Admittance Array Data Point 018,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
602,TYXA019,Admittance Array Data Point 019,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
603,TYXA020,Admittance Array Data Point 020,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
604,TYXA021,Admittance Array Data Point 021,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
605,TYXA022,Admittance Array Data Point 022,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
606,TYXA023,Admittance Array Data Point 023,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
607,TYXA024,Admittance Array Data Point 024,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
608,TYXA025,Admittance Array Data Point 025,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
609,TYXA026,Admittance Array Data Point 026,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
610,TYXA027,Admittance Array Data Point 027,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
611,TYXA028,Admittance Array Data Point 028,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
612,TYXA029,Admittance Array Data Point 029,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
613,TYXA030,Admittance Array Data Point 030,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
614,TYXA031,Admittance Array Data Point 031,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
615,TYXA032,Admittance Array Data Point 032,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
616,TYXA033,Admittance Array Data Point 033,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
617,TYXA034,Admittance Array Data Point 034,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
618,TYXA035,Admittance Array Data Point 035,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
619,TYXA036,Admittance Array Data Point 036,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
620,TYXA037,Admittance Array Data Point 037,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
621,TYXA038,Admittance Array Data Point 038,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
622,TYXA039,Admittance Array Data Point 039,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
623,TYXA040,Admittance Array Data Point 040,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
624,TYXA041,Admittance Array Data Point 041,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
625,TYXA042,Admittance Array Data Point 042,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
626,TYXA043,Admittance Array Data Point 043,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
627,TYXA044,Admittance Array Data Point 044,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
628,TYXA045,Admittance Array Data Point 045,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
629,TYXA046,Admittance Array Data Point 046,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
630,TYXA047,Admittance Array Data Point 047,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
631,TYXA048,Admittance Array Data Point 048,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
632,TYXA049,Admittance Array Data Point 049,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
633,TYXA050,Admittance Array Data Point 050,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
634,TYXA051,Admittance Array Data Point 051,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
635,TYXA052,Admittance Array Data Point 052,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
636,TYXA053,Admittance Array Data Point 053,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
637,TYXA054,Admittance Array Data Point 054,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
638,TYXA055,Admittance Array Data Point 055,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
639,TYXA056,Admittance Array Data Point 056,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
640,TYXA057,Admittance Array Data Point 057,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
641,TYXA058,Admittance Array Data Point 058,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
642,TYXA059,Admittance Array Data Point 059,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
643,TYXA060,Admittance Array Data Point 060,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
644,TYXA061,Admittance Array Data Point 061,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
645,TYXA062,Admittance Array Data Point 062,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
646,TYXA063,Admittance Array Data Point 063,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
647,TYXA064,Admittance Array Data Point 064,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
648,TYXA065,Admittance Array Data Point 065,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
649,TYXA066,Admittance Array Data Point 066,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
650,TYXA067,Admittance Array Data Point 067,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
651,TYXA068,Admittance Array Data Point 068,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
652,TYXA069,Admittance Array Data Point 069,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
653,TYXA070,Admittance Array Data Point 070,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
654,TYXA071,Admittance Array Data Point 071,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
655,TYXA072,Admittance Array Data Point 072,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
656,TYXA073,Admittance Array Data Point 073,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
657,TYXA074,Admittance Array Data Point 074,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
658,TYXA075,Admittance Array Data Point 075,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
659,TYXA076,Admittance Array Data Point 076,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
660,TYXA077,Admittance Array Data Point 077,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
661,TYXA078,Admittance Array Data Point 078,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
662,TYXA079,Admittance Array Data Point 079,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
663,TYXA080,Admittance Array Data Point 080,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
664,TYXA081,Admittance Array Data Point 081,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
665,TYXA082,Admittance Array Data Point 082,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
666,TYXA083,Admittance Array Data Point 083,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
667,TYXA084,Admittance Array Data Point 084,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
668,TYXA085,Admittance Array Data Point 085,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
669,TYXA086,Admittance Array Data Point 086,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
670,TYXA087,Admittance Array Data Point 087,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
671,TYXA088,Admittance Array Data Point 088,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
672,TYXA089,Admittance Array Data Point 089,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
673,TYXA090,Admittance Array Data Point 090,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
674,TYXA091,Admittance Array Data Point 091,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
675,TYXA092,Admittance Array Data Point 092,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
676,TYXA093,Admittance Array Data Point 093,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
677,TYXA094,Admittance Array Data Point 094,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
678,TYXA095,Admittance Array Data Point 095,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
679,TYXA096,Admittance Array Data Point 096,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
680,TYXA097,Admittance Array Data Point 097,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
681,TYXA098,Admittance Array Data Point 098,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
682,TYXA099,Admittance Array Data Point 099,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
683,TYXA100,Admittance Array Data Point 100,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
684,TYXA101,Admittance Array Data Point 101,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
685,TYXA102,Admittance Array Data Point 102,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
686,TYXA103,Admittance Array Data Point 103,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
687,TYXA104,Admittance Array Data Point 104,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
688,TYXA105,Admittance Array Data Point 105,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
689,TYXA106,Admittance Array Data Point 106,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
690,TYXA107,Admittance Array Data Point 107,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
691,TYXA108,Admittance Array Data Point 108,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
692,TYXA109,Admittance Array Data Point 109,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
693,TYXA110,Admittance Array Data Point 110,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
694,TYXA111,Admittance Array Data Point 111,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
695,TYXA112,Admittance Array Data Point 112,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
696,TYXA113,Admittance Array Data Point 113,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
697,TYXA114,Admittance Array Data Point 114,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
698,TYXA115,Admittance Array Data Point 115,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
699,TYXA116,Admittance Array Data Point 116,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
700,TYXA117,Admittance Array Data Point 117,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
701,TYXA118,Admittance Array Data Point 118,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
702,TYXA119,Admittance Array Data Point 119,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
703,TYXA120,Admittance Array Data Point 120,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
704,TYXA121,Admittance Array Data Point 121,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
705,TYXA122,Admittance Array Data Point 122,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
706,TYXA123,Admittance Array Data Point 123,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
707,TYXA124,Admittance Array Data Point 124,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
708,TYXA125,Admittance Array Data Point 125,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
709,TYXA126,Admittance Array Data Point 126,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
710,TYXA127,Admittance Array Data Point 127,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
711,TYXA128,Admittance Array Data Point 128,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
712,TYXA129,Admittance Array Data Point 129,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
713,TYXA130,Admittance Array Data Point 130,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
714,TYXA131,Admittance Array Data Point 131,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
715,TYXA132,Admittance Array Data Point 132,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
716,TYXA133,Admittance Array Data Point 133,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
717,TYXA134,Admittance Array Data Point 134,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
718,TYXA135,Admittance Array Data Point 135,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
719,TYXA136,Admittance Array Data Point 136,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
720,TYXA137,Admittance Array Data Point 137,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
721,TYXA138,Admittance Array Data Point 138,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
722,TYXA139,Admittance Array Data Point 139,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
723,TYXA140,Admittance Array Data Point 140,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
724,TYXA141,Admittance Array Data Point 141,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
725,TYXA142,Admittance Array Data Point 142,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
726,TYXA143,Admittance Array Data Point 143,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
727,TYXA144,Admittance Array Data Point 144,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
728,TYXA145,Admittance Array Data Point 145,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
729,TYXA146,Admittance Array Data Point 146,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
730,TYXA147,Admittance Array Data Point 147,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
731,TYXA148,Admittance Array Data Point 148,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
732,TYXA149,Admittance Array Data Point 149,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
733,TYXA150,Admittance Array Data Point 150,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
734,TYXA151,Admittance Array Data Point 151,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
735,TYXA152,Admittance Array Data Point 152,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
736,TYXA153,Admittance Array Data Point 153,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
737,TYXA154,Admittance Array Data Point 154,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
738,TYXA155,Admittance Array Data Point 155,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
739,TYXA156,Admittance Array Data Point 156,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
740,TYXA157,Admittance Array Data Point 157,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
741,TYXA158,Admittance Array Data Point 158,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
742,TYXA159,Admittance Array Data Point 159,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
743,TYXA160,Admittance Array Data Point 160,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
744,TYXA161,Admittance Array Data Point 161,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
745,TYXA162,Admittance Array Data Point 162,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
746,TYXA163,Admittance Array Data Point 163,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
747,TYXA164,Admittance Array Data Point 164,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
748,TYXA165,Admittance Array Data Point 165,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
749,TYXA166,Admittance Array Data Point 166,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
750,TYXA167,Admittance Array Data Point 167,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
751,TYXA168,Admittance Array Data Point 168,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
752,TYXA169,Admittance Array Data Point 169,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
753,TYXA170,Admittance Array Data Point 170,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
754,TYXA171,Admittance Array Data Point 171,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
755,TYXA172,Admittance Array Data Point 172,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
756,TYXA173,Admittance Array Data Point 173,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
757,TYXA174,Admittance Array Data Point 174,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
758,TYXA175,Admittance Array Data Point 175,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
759,TYXA176,Admittance Array Data Point 176,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
760,TYXA177,Admittance Array Data Point 177,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
761,TYXA178,Admittance Array Data Point 178,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
762,TYXA179,Admittance Array Data Point 179,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
763,TYXA180,Admittance Array Data Point 180,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
764,TYXA181,Admittance Array Data Point 181,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
765,TYXA182,Admittance Array Data Point 182,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
766,TYXA183,Admittance Array Data Point 183,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
767,TYXA184,Admittance Array Data Point 184,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
768,TYXA185,Admittance Array Data Point 185,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
769,TYXA186,Admittance Array Data Point 186,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
770,TYXA187,Admittance Array Data Point 187,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
771,TYXA188,Admittance Array Data Point 188,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
772,TYXA189,Admittance Array Data Point 189,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
773,TYXA190,Admittance Array Data Point 190,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
774,TYXA191,Admittance Array Data Point 191,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
775,TYXA192,Admittance Array Data Point 192,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
776,TYXA193,Admittance Array Data Point 193,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
777,TYXA194,Admittance Array Data Point 194,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
778,TYXA195,Admittance Array Data Point 195,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
779,TYXA196,Admittance Array Data Point 196,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
780,TYXA197,Admittance Array Data Point 197,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
781,TYXA198,Admittance Array Data Point 198,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
782,TYXA199,Admittance Array Data Point 199,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
783,TYXA200,Admittance Array Data Point 200,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
784,TYXA201,Admittance Array Data Point 201,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
785,TYXA202,Admittance Array Data Point 202,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
786,TYXA203,Admittance Array Data Point 203,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
787,TYXA204,Admittance Array Data Point 204,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
788,TYXA205,Admittance Array Data Point 205,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
789,TYXA206,Admittance Array Data Point 206,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
790,TYXA207,Admittance Array Data Point 207,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
791,TYXA208,Admittance Array Data Point 208,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
792,TYXA209,Admittance Array Data Point 209,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
793,TYXA210,Admittance Array Data Point 210,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
794,TYXA211,Admittance Array Data Point 211,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
795,TYXA212,Admittance Array Data Point 212,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
796,TYXA213,Admittance Array Data Point 213,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
797,TYXA214,Admittance Array Data Point 214,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
798,TYXA215,Admittance Array Data Point 215,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
799,TYXA216,Admittance Array Data Point 216,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
800,TYXA217,Admittance Array Data Point 217,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
801,TYXA218,Admittance Array Data Point 218,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
802,TYXA219,Admittance Array Data Point 219,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
803,TYXA220,Admittance Array Data Point 220,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
804,TYXA221,Admittance Array Data Point 221,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
805,TYXA222,Admittance Array Data Point 222,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
806,TYXA223,Admittance Array Data Point 223,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
807,TYXA224,Admittance Array Data Point 224,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
808,TYXA225,Admittance Array Data Point 225,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
809,TYXA226,Admittance Array Data Point 226,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
810,TYXA227,Admittance Array Data Point 227,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
811,TYXA228,Admittance Array Data Point 228,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
812,TYXA229,Admittance Array Data Point 229,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
813,TYXA230,Admittance Array Data Point 230,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
814,TYXA231,Admittance Array Data Point 231,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
815,TYXA232,Admittance Array Data Point 232,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
816,TYXA233,Admittance Array Data Point 233,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
817,TYXA234,Admittance Array Data Point 234,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
818,TYXA235,Admittance Array Data Point 235,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
819,TYXA236,Admittance Array Data Point 236,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
820,TYXA237,Admittance Array Data Point 237,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
821,TYXA238,Admittance Array Data Point 238,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
822,TYXA239,Admittance Array Data Point 239,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
823,TYXA240,Admittance Array Data Point 240,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
824,TYXA241,Admittance Array Data Point 241,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
825,TYXA242,Admittance Array Data Point 242,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
826,TYXA243,Admittance Array Data Point 243,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
827,TYXA244,Admittance Array Data Point 244,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
828,TYXA245,Admittance Array Data Point 245,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
829,TYXA246,Admittance Array Data Point 246,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
830,TYXA247,Admittance Array Data Point 247,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
831,TYXA248,Admittance Array Data Point 248,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
832,TYXA249,Admittance Array Data Point 249,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
833,TYXA250,Admittance Array Data Point 250,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
834,TYXA251,Admittance Array Data Point 251,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
835,TYXA252,Admittance Array Data Point 252,P_AUXTYM,Audiometry - Tympanometry,2017,2020,Examination,None
